source,target
"In the first control, France did the cold way",​ ​ក្នុង​ការ​ត្រួតត្រា​ ​ដំបូង​ ​បារាំង​ធ្វើ​វិធី​ត្រជាក់​
"Later, there was a struggle movement happening gradually",​ ​ក្រោយ​​មក​មាន​ចលនា​តស៊ូ​បាន​កើត​ឡើងជា​បន្តបន្ទាប់​
The team biased to the Japanese side has Son Ngoc Thanh,​ ​ក្រុម​ដែល​លំអៀង​ទៅ​ខាង​ជប៉ុន​ ​មាន​សឺ​ង​ង៉ុ​កថា​ញ់​ជា​មេដឹកនាំ​
In early 1952 Son Nguk Thanh established a free Khmer movement,​ ​នៅ​ដើមឆ្នាំ​ ​១៩៥២ សឺ​ង​ង៉ុ​កថា​ញ់​បាន​បង្កើត​ចលនា​ខ្មែរ​សេរី​
"The Royal Crusade to National Independence 
In 1945, Japan made the coup of expeling France from Cambodia","ព្រះរាជ​បូជនីយកិច្ច​ដើម្បី​ឯករាជ្យ​ជាតិ​កែប្រែ 
នៅ​ឆ្នាំ​ ​១៩៤៥ ជប៉ុន​បាន​ធ្វើ​រដ្ឋប្រហារ​បណ្តេញ​បារាំង​ចេញពី​កម្ពុជា​"
King Norodom Sihanouk has always kept all the possibility to liberify the nation of French colonies,​ ​ព្រះបាទ​នរោត្តម​ ​សីហ​នុ​ ​តែង​រិះរក​គ្រប់​លទ្ធភាព​ដើម្បី​រំដោះប្រទេស​ជាតិ​ពី​អាណានិគម​បារាំង​ជា​និ​ច្ច
France added troops to Cambodia so much to resist the insurgency,​ ​ចំណែក​បារាំង​បាន​បន្ថែម​ទ័ព​ ​មក​កម្ពុជា​យ៉ាងច្រើន​ដើម្បី​ទប់ទល់​ការ​បះបោរ​
Insecurity is all over the surface of the country for the tribulation of war,​ ​អសន្តិសុខ​កើត​មាន​ទូទាំង​ផ្ទៃ​ប្រទេស​ ​ធ្វើ​អោយ​ប្រជារាស្ត្រ​រង​ទុក្ខ​​វេទនា​ដោយសារ​សង្គ្រាម​ ​
"French finally agreed to return full independence to Cambodia on November 9, 1953",​ ​ទីបំផុត​បារាំង​ក៏​បាន​យល់ព្រម​ប្រគល់​ឯករាជ្យ​ពេញលេញ​ដល់​ប្រទេស​កម្ពុជា​នៅ​ថ្ងៃ​ទី​ ​៩ ខែវិច្ឆិកា​ ​ឆ្នាំ​ ​១៩៥៣
Democratic Kampuchea's government was established by the time of the regime leader,​ ​រដ្ឋាភិបាល​របស់​កម្ពុជា​ប្រជាធិបតេយ្យ​ត្រូវ​បាន​ ​បង្កើត​ឡើង​ដោយ​មាន​ ​ប៉ុ​ល​ពត​ ​ជា​អ្នកដឹកនាំ​របប​នោះ​
Khmer citizens are innocent to be massive murders,​ ​ប្រជារាស្ត្រ​ខ្មែរ​ស្លូតត្រង់​ត្រូវ​ទទួល​ការ​កាប់សម្លាប់​ ​យ៉ាង​រង្គាល​
"Then Channel is the state of Cambodia with the CPP, leadership",​ ​បន្ទាប់​មក​ដូរ​ជា​ ​រដ្ឋ​កម្ពុជា​ ​ដែល​មាន​បក្ស​ប្រជា​ជន​បដិវត្តន៍​កម្ពុជា​ជា​អ្នកដឹកនាំ​
There is a state of Cambodia and has recently been a new Kingdom in Cambodia,​ ​មាន​រដ្ឋ​កម្ពុជា​នេះ​ហើយ​ទើប​មានព្រះ​រាជាណាចក្រ​កម្ពុជា​សា​ជា​ថ្មី​នៅក្នុង​ស្រុក​ខ្មែរ​ម្ដង​ទៀត
"He was reocluded on September 24, 1993 and renamed the Kingdom of Cambodia",​ ​ព្រះ​អង្គ​ឡើង​គ្រងរាជ្យ​សា​ជា​ថ្មី​នៅ​ថ្ងៃ​ ​ទី​ ​២៤ កញ្ញា​ ​១៩៩៣ ព្រមទាំង​ប្តូរ​ឈ្មោះ​ប្រទេស​ជា​ព្រះរាជាណាចក្រ​កម្ពុជា​វិ​ញ
Holy Raksmey: 28 F202022,ហូលី រស្មី:28កម2022
"Some provinces 

 But we also dare to conclude that the name of the battles was used or did not use it in that period","ខេត្តមួយចំនួន 

 ប៉ុន្តែ​យើង​ក៏​មិនហ៊ាន​សន្និដ្ឋាន​ថា ឈ្មោះ​បាត់​ដំបង នេះ​មាន​ប្រើ​ឬ​មិ​ន​ប្រើ​ក្នុង​សម័យ​នោះ​ដែរ"
"But in the Angkor and post-Angkor at the document of the Khmer population, there are names of Battambang district",​ ប៉ុន្តែ​ក្នុង​សម័យ​អង្គរ​និង​ក្រោយ​អង្គរ​​តាម​ឯកសារ​មហា​ជន​ខ្មែរ​មាន​ ប្រើ​ឈ្មោះ​ស្រុកបាត់ដំបង
"The name of God is king 1, setting the name of Salting Sangkin Village, ""God",​ឯឈ្មោះ​ ព្រះ​ដំបង ​គឺ​ស្តេច​រាមាទី១​បាន​កំណត់​ឲ្យ​ហៅ​ឈ្មោះ​ភូមិ​សង្កែ​ថា​ជា ​ព្រះ​ដំបង​
"In May 1953, the Poipet administration area was established Serey Sophorn district",នៅ​ខែឧសភា​ឆ្នាំ​១៩៥៣​ តំបន់​រដ្ឋបាល​ប៉ោយ​ប៉ែត​ត្រូវ​បាន​បង្កើត​ឡើង​ចំណុះ​ស្រុក​សិរី​សោ​ភ័ណ
"In July 1957, District District was divided into two districts: Preah Nith and Phnom District district",នៅ​ខែកក្កដាឆ្នាំ​១៩៥៧ ស្រុក​​ទឹក​ជោរ​ត្រូវ​បាន​បែង​ចែក​ទៅជា​២ស្រុក​គឺ​ ស្រុក​ព្រះនេត​ព្រះ​ និង​ ស្រុក​ភ្នំ​ស្រុក
"Serey Sophorn district has been divided into two districts, Sereyr Sophorn and Banteay Car District",​ ស្រុកសិរីសោភ័ណ​ត្រូវ​បាន​បែង​ចែក​ទៅ​ជា​២​ស្រុក​ដែរ​​គឺ ស្រុក​សិរីសោ​ភ័ណ និង​ ស្រុក​បន្ទាយ​ឆ្មា
"In July 1965, part of the land of the land of the land was cut into the State Capacity",នៅ​ខែកក្កដា ឆ្នាំ ១៩៦៥ ទឹក​ដី​មោង​ឬស្សី​មួយ​ផ្នែក​ត្រូវ​បាន​កាត់​ទៅ​ជា​តំបន់​រដ្ឋ​បាល​​គាស់​ ក្រឡ
"In March 1966, another new district was established: the stone, we are located at the rock",នៅ​ខែ​មិនា​ឆ្នាំ១៩៦៦ ស្រុកថ្មី​មួយ​ទៀត​ត្រូវ​បាន​បង្កើត​ឡើង​គឺ​ស្រុកថ្ម​ពួក​មាន​ទីតាំង​នៅតាំង ​នៅ​ថ្ម​ពួក
